Unnamed: 0,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude ,color
21646,12/31/2011 21:30,queen creek,az,us,oval,4,3-4 sec,Oval object&#44 fast moving with a light green tail. also radiating a white halo&#44 came from the eastern sky and flew westward,1/12/2012,33.2486111,-111.6336111,green
21650,12/31/2011 22:00,jensen beach,fl,us,light,15,15 seconds,Three red dots in triangle formation,1/12/2012,27.2541667,-80.23,red
21653,12/31/2011 22:50,eugene,or,us,fireball,30,30 seconds,One orange glow traveling west at a steady speed,1/12/2012,44.0522222,-123.0855556,orange
21654,12/31/2011 23:00,broken hill,,,oval,60,60 seconds,Bright orange light moving horizontally across the sky.,1/12/2012,-31.955858,141.465136,orange
21656,12/31/2011 23:15,scarborough,me,us,light,60,1 minute,Witnessed 4 orange lights&#44 3 equidistant apart and the 4th light set apart and all travelling low/slow in the night sky and dissapeared,1/12/2012,43.5780556,-70.3222222,orange
21660,12/31/2011 23:40,kennebunk,me,us,light,180,3 minutes,2 bright orange irregular lights moving slowly&#44 with no sound&#44 into a fog bank over the ocean.,1/12/2012,43.3838889,-70.5452778,orange
21662,12/31/2011 23:45,duck,nc,us,oval,45,45 seconds,3 red globes entered sky from northwest&#44hovered appprox 15 seconds&#44 rapidly disappeared into south sky,1/12/2012,36.1694444,-75.7555556,red
21663,12/31/2011 23:45,gainesville,fl,us,circle,300,5 minutes,15 disc shaped&#44 silent&#44 slow moving &#44 orange lighted craft slowly changing formation was seen by 10 witnesses 12/31/2011 11:45pm,5/13/2012,29.6513889,-82.325,orange
21665,12/31/2011 23:52,seattle,wa,us,circle,300,5 minutes,8-10 orange UFO&#39s sited New Years Eve&#44 just before midnight in Seattle.,1/24/2012,47.6063889,-122.3308333,orange
21666,12/31/2011 23:53,pasadena,ca,us,circle,300,5 minutes,Two orange bright circular objects kept going back and forth in the sky&#44 then disappeared&#44 when the clock hit 12 and it was new years.,1/12/2012,34.1477778,-118.1436111,orange
21675,12/31/2012 01:30,bullhead city,az,us,circle,6,5-6 seconds,Brillant white disk shoots through night time sky in Bullhead City&#44 AZ.,2/4/2013,35.1477778,-114.5675,white
21676,12/31/2012 02:17,honokaa,hi,us,circle,120,1-2 minutes,A large orange glowing object traveled slowly across the night sky.,2/4/2013,20.0827778,-155.4725,orange
21679,12/31/2012 19:15,ladson,sc,us,triangle,240,4 minutes,Craft with red light above Ladson&#44 SC&#44 on New Years Eve.,2/4/2013,32.9855556,-80.11,red
21682,12/31/2012 19:45,sundra/delmas (south africa),,,other,300,unknown mabe 5 min,A red starlike craft.,2/4/2013,-26.18694,28.54667,red
21685,12/31/2012 20:00,santa rosa,ca,us,sphere,60,1 minute,Just now my son and his friends came running in yelling that there are two red ufos out front.I ran out to the back yard because it was,2/4/2013,38.4405556,-122.7133333,red
21688,12/31/2012 20:35,orlando,fl,us,circle,120,1 - 2 minutes,2 orange balls of flickering light moving slowly&#44 in a line across the night sky&#44 at low altitude&#44 moving without making a sound.,2/4/2013,28.5380556,-81.3794444,orange
21689,12/31/2012 20:45,anacortes,wa,us,fireball,120,1-2 minutes,3 orange fire like&#44 round objects moving south in night sky.,2/4/2013,48.5127778,-122.6113889,orange
21691,12/31/2012 20:45,thomasville,nc,us,formation,10,10 seconds,Red orangish dot with a red streak behind it moving faster than a falling star.,2/4/2013,35.8825000,-80.0822222,red
21692,12/31/2012 20:53,idaho falls,id,us,light,180,3 minutes,6-7 Balls of orange lights.,2/4/2013,43.4666667,-112.0333333,orange
21693,12/31/2012 21:00,gainesville,fl,us,other,600,10 minutes,12 red lights in the sky with no sound.,2/4/2013,29.6513889,-82.325,red
21694,12/31/2012 21:00,glendale,az,us,fireball,120,2 minutes,Bright orange sphere that turned into a star in less than a second.,2/4/2013,33.5386111,-112.1852778,orange
21695,12/31/2012 21:00,rotherham (uk/england),,gb,light,300,5 minutes,Two bright orange lights.,2/4/2013,53.433333,-1.35,orange
21699,12/31/2012 21:17,apple valley,ca,us,teardrop,600,10 minutes,2 Red and 2 yellow teardrops seen &quot;playing&quot; over Apple Valley&#44 CA.,2/4/2013,34.5008333,-117.185,yellow
21701,12/31/2012 21:30,wahkiakum county (willapa hills),wa,,chevron,180,3 minutes,Tonight&#44 in SW Washington&#44 a very bright orange light was moving in a northerly direction&#44 apparently crossing the Columbia River and p,2/4/2013,46.325946,-123.494559,orange
21704,12/31/2012 22:00,bullhead city,az,us,fireball,180,3 minutes,While on Patrol at Laughlin Ranch homeowners association 4 orange glowing light were seen by me and a second person...we both called th,2/4/2013,35.1477778,-114.5675,orange
21707,12/31/2012 22:00,roseburg,or,us,circle,480,8:00 minutes,They came from the ground and went up at a same rate of speed.  All the same color red and yellow.,2/4/2013,43.2166667,-123.3405556,red
21710,12/31/2012 22:20,crandal,in,,sphere,300,5 minutes,Saw a white orb with red glow hovering off the ground about a 60 feet the red glow disapeared dropped a couple of feet and headed sout,2/4/2013,38.287566,-86.06636,white
21719,12/31/2012 23:00,berkeley,ca,us,fireball,900,15 minutes,Blazing red UFO spotted in the Northern California sky Dec 31&#44 2012.,2/4/2013,37.8716667,-122.2716667,red
21722,12/31/2012 23:10,boise,id,us,sphere,300,5 minutes,Series of orange orbs.,2/4/2013,43.6136111,-116.2025,orange
21725,12/31/2012 23:30,doral,fl,us,fireball,900,15 minutes,Flickering 3 soundless red and orange fireball looking balls over the Everglades side of the Turnpike. They shined for 15 minute interv,2/4/2013,25.8191667,-80.3555556,red
21731,12/31/2012 23:40,modesto,ca,us,light,120,2 minutes,Orange red flickering object moved steadily overhead in central California.,2/4/2013,37.6391667,-120.9958333,red
21736,12/31/2012 23:54,hollywood,ca,us,fireball,300,5 minutes,6 Beautiful red orb geometric formation fleet hovering over the Hollywood hills.  Los Angeles&#44 CA.,2/4/2013,34.0983333,-118.3258333,red
21747,12/31/2013 01:00,fairbanks,ak,us,light,600,5-10 minutes,Six orange lights three differnt times from New Years Eve 11 pm to New Years Day 12:30 am.,3/18/2014,64.8377778,-147.7163889,orange
21750,12/31/2013 13:00,taos,nm,us,triangle,900,15 minutes,3 very large red triangle shaped obkject.,1/10/2014,36.4072222,-105.5725,red
21753,12/31/2013 17:50,chanhassen,mn,us,triangle,300,5:00,Driving down the highway and saw two objects both having white triangular lights beneath with a red pulsating light in the middle.,1/10/2014,44.8622222,-93.5305556,white
21755,12/31/2013 18:10,sebastopol,ca,us,light,600,10 minutes,Unusually bright orange oblong blip in low western sky similar to Mars sighting but much brighter and slightly elongated.,1/10/2014,38.4022222,-122.8227778,orange
21756,12/31/2013 18:20,pacifica,ca,us,light,360,5-6 minutes,4 orange bright lights appear from the west&#44 hoover and then they all dissapear.,1/10/2014,37.6138889,-122.4858333,orange
21757,12/31/2013 18:38,newfane,vt,us,unknown,120,2 minutes,Five orange sphere in night sky in Newfane&#44 VT.,1/10/2014,42.9855556,-72.6563889,orange
21760,12/31/2013 19:24,boynton beach,fl,us,sphere,480,8 minutes,2 glowing red spheres spaced 7 minutes apart traveling across Boynton Beach&#44 FL.,1/10/2014,26.5250000,-80.0666667,red
21766,12/31/2013 20:00,bridgewater,ma,us,unknown,60,1 minute,Red and green flashing lights from a flying object we couldn&#39t make out or hear.,1/10/2014,41.9902778,-70.9755556,green
21767,12/31/2013 20:00,fallbrook,ca,us,circle,180,3 minutes,Intense slow moving white light&#44 size of medicine ball: no noise&#44 no trail.,1/10/2014,33.3763889,-117.2502778,white
21769,12/31/2013 20:00,new port richey,fl,us,disk,1200,15-20 minutes,Orange balls of light zoomed in are orange pulsating hexagonal shaped discs.,1/24/2014,28.2438889,-82.7194444,orange
21770,12/31/2013 20:20,denver,co,us,light,1800,30 minutes,Bright white orbs or points of light in cloud.,1/10/2014,39.7391667,-104.9841667,white
21772,12/31/2013 20:30,albany,or,us,circle,900,15 minutes,New Years Eve 2013 sighting of four orange lights in Albany Oregon.,1/10/2014,44.6366667,-123.1047222,orange
21773,12/31/2013 20:30,elk river,mn,us,sphere,180,3 minutes,Two red pulsating spheres traveling in offset formation.,1/10/2014,45.3038889,-93.5669444,red
21774,12/31/2013 20:30,newman lake,wa,us,fireball,300,5 minutes,At 20:30&#44 12/31/2013&#44 I spotted a light in the air above Newman Lake&#44WA&#44 nearing Stateline Idaho. It was round and emitted orange light,1/10/2014,47.7769444,-117.0938889,orange
21777,12/31/2013 20:51,bossier city,la,us,circle,300,~5 minutes,Bright white light traveling fast.,1/10/2014,32.5158333,-93.7319444,white
21778,12/31/2013 21:00,fort lauderdale,fl,us,circle,180,3 minutes,Strange reddish sphere w/bright yellow lights in center moving slowly&#44 then hovering&#44 then moving west again.,1/10/2014,26.1219444,-80.1436111,yellow
21780,12/31/2013 21:00,portland,or,us,fireball,180,2-3 minutes,Just about ready to pull into my driveway when I spotted three orange fireball like objects west of our location.  I told my wife what,1/24/2014,45.5236111,-122.675,orange
21788,12/31/2013 21:30,hesperia,ca,us,light,600,10 minutes,Bright orange lights in the sky.,2/14/2014,34.4263889,-117.3,orange
21789,12/31/2013 21:30,tigard (near),or,us,fireball,3600,~1 hour,Large orange fireball witnessed on New Year&#39s Eve near Tigard&#44 OR,1/10/2014,45.4313889,-122.7702778,orange
21790,12/31/2013 21:40,portland,or,us,fireball,10,5-10 seconds,Bright white object turned reddish-orange and switched direction at 45 degree angle at high altitude and speed.,1/10/2014,45.5236111,-122.675,white
21791,12/31/2013 21:42,eastvale,ca,,formation,180,3 minutes,4 fireball red light in formation.,1/10/2014,33.963056,-117.563889,red
21795,12/31/2013 22:00,columbia,sc,us,other,300,5 minutes,Big red orb hovering above treeline.,4/18/2014,34.0005556,-81.035,red
21796,12/31/2013 22:00,hickory,nc,us,formation,120,2 minutes,I was taking my daughter to a friend&#39s house when we saw several orange lights above the lake.  They looked to be several thousand fee.,1/10/2014,35.7330556,-81.3413889,orange
21797,12/31/2013 22:00,new market,md,us,sphere,240,4 minutes,3 orange spheres (flame-like) objects seen traveling in the sky.,1/10/2014,39.3825000,-77.2697222,orange
21803,12/31/2013 22:25,elko,nv,us,fireball,180,3 minutes,Three orange fireballs spotted by witness in Elko Nevada.,1/10/2014,40.8325000,-115.7622222,orange
21805,12/31/2013 22:30,edison,nj,us,triangle,600,10 minutes,Four confirmed triangular bright orange objects travel and then dissappear above Edison&#44 NJ USA.,1/10/2014,40.5186111,-74.4125,orange
21806,12/31/2013 22:30,maricopa,az,us,sphere,180,3 minutes,Big bright orange yellow ball moving from north to south&#44 got smaller then disappeared.,1/10/2014,33.0580556,-112.0469444,orange
21807,12/31/2013 22:30,myrtle beach,sc,us,fireball,600,10 minutes,While on vacation&#44 I saw one medium sized orange circular fireball smoothly gliding in the air over the ocean&#44 yet it turned in differe,1/10/2014,33.6888889,-78.8869444,orange
21808,12/31/2013 22:30,south el monte,ca,us,sphere,300,3-5 minutes,Abnormal red sphere moving fast stoping and fading away into nothing.,1/10/2014,34.0519444,-118.0458333,red
21816,12/31/2013 23:10,minsk (half hour away) (belarus),,,formation,900,15 minutes,3 observers---Approx. 15 white lighted craft moving at blinding speeds one half hour outside of Minsk&#44 Belarus.,1/10/2014,53.9,27.566667,white
21818,12/31/2013 23:22,largo,fl,us,circle,180,2-3 minutes,Bright orange circular craft&#44 silent and fast.,1/10/2014,27.9091667,-82.7875,orange
21822,12/31/2013 23:40,pinellas park,fl,us,light,900,15 minutes,Many orange and red lights traveling in formation.,1/10/2014,27.8425000,-82.6997222,orange
21827,12/31/2013 23:50,las cruces,nm,us,other,1200,20 minutes,5 orange glowing orbs forming triangles and lines.,1/10/2014,32.3122222,-106.7777778,orange
21830,12/31/2013 23:55,san francisco,ca,us,light,180,3 minutes,A group of tiny fiery red star-sized lights.,1/10/2014,37.7750000,-122.4183333,red
21832,12/3/1973 19:00,avoca,ia,us,unknown,3600,1 hour,Stationary bright white light that turned red and appeared to envelope the object once it started to move at a high speed.,2/18/2001,41.4766667,-95.3377778,white
21835,1/23/1980 22:30,virginia beach,va,us,cylinder,1200,20 minutes,A &quot;cylinder [shaped] object&#8221; that had a &#8220;white light with a red dot&#8221;  and was &#8220;over roof top&#8221; and then &#8220;went behind the houses.&quot;,3/19/2009,36.8527778,-75.9783333,red
21836,1/23/1984 06:45,bozeman,mt,us,cigar,600,10 min,Driving on I-90 East toward Bozeman at 6:45 a.m. over the mountains a huge cigar shaped white object (looked like sun reflecting off of,3/17/2004,45.6797222,-111.0377778,white
21840,12/3/1995 21:00,boring,or,us,,900,15 min.,Woman&#44 son&#44 &amp; friend witness multiple&#44 rapid red flashes in clouds in distance&#44 then overhead.  No sound.  Other repts. to 911.,11/2/1999,45.4300000,-122.3736111,red
21845,1/23/1997 18:30,north kingstown,ri,us,triangle,180,3 minutes,1/23/97: Huge black triangle w/ rearguard heli&#44 sighted  over deserted Rte.1A in RI&#44 drifts overhead &amp; out to Sea.,1/27/2005,41.5500000,-71.4666667,black
21851,12/3/1999 00:08,warm springs (approx. 15mi. east of 6),nv,us,sphere,2,two sec.,Object came into view 135 above horizon white sphere streaking down near verticle seeming to have a tail.  At 25 degrees above horizon,12/16/1999,38.1905556,-116.3691667,white
21855,12/3/1999 16:00,saddle mountains,wa,,,1800,30 min.,Jets?  With only white lights&#44 one emitting bright white flashes every minute or so,12/16/1999,46.806804,-119.557808,white
21867,12/3/2000 22:00,dallas,tx,us,light,2,2 seconds,what i saw could only be descibed as a green laser beam coming from the sky and it had a red &quot;flame&quot; coming from the back as it shot do,12/9/2000,32.7833333,-96.8,green
21878,1/23/2001 18:15,belleville,wi,us,sphere,30,30 seconds,blue spherical light traveling very fast,2/18/2001,42.8597222,-89.5380556,blue
21879,12/3/2001 18:20,mount dora,fl,us,disk,120,2 minutes,i saw what i thought was a orange glowing haze or mist &#44 so i ran and grabbed my binoculars&#44 the object seemed to be close as i saw red,12/5/2001,28.8022222,-81.6447222,orange
21896,12/3/2002 18:22,jersey city,nj,us,sphere,5,5 seconds,Single white orb appeared out of nowhere&#44 hovering for a moment before shooting out of sight.,12/23/2002,40.7280556,-74.0780556,white
21899,12/3/2002 20:30,phoenix,az,us,triangle,5,about 5 sec.,at aprox.2030hrs i saw what appered to be a triangular shaped object&#44that appeared to be red orange moving at a very high rate of speed,12/23/2002,33.4483333,-112.0733333,red
21910,12/3/2003 16:45,vernon (canada),bc,ca,light,1200,20 minutes,HBCCUFO CANADIAN REPORT:  A red sphere flashed by going south.,12/9/2003,46.183333,-62.883333,red
21912,12/3/2003 18:45,southlake,tx,us,oval,600,5-10 minutes,Oval with a red light at the bottom. Flying at an angle.,12/9/2003,32.9411111,-97.1338889,red
21917,1/23/2003 20:00,gilbert,az,us,light,660,11 minutes,I saw an orange halogen colored light hovering in the southwest horizon over the Chandler area.,3/21/2003,33.3527778,-111.7883333,orange
21930,12/3/2004 15:00,lexington,ky,us,sphere,120,2 minutes,Twenty white objects spotted hovering over University of Kentucky campus,12/14/2004,37.9886111,-84.4777778,white
21935,12/3/2004 19:45,los angeles,ca,us,triangle,60,60 seconds,Huge triangle with red lights,12/14/2004,34.0522222,-118.2427778,red
21940,12/3/2004 21:00,jamestown,ny,us,formation,3600,1 hour,horizontal ovular formation of white lights rippling through clouds,12/14/2004,42.0969444,-79.2355556,white
21948,12/3/2005 18:00,ithaca,ny,us,light,5400,1.5 hours,Bright round light&#44 getting smaller then larger&#44 sometimes with a red light within it,2/14/2006,42.4405556,-76.4969444,red
21971,12/3/2006 22:00,eldorado,ar,,other,90,hours,ufo blows up leaves void then returns to original white light.  ((NUFORC Note:  Possibly a sighting of Sirius.  PD)),12/7/2006,-26.399919,-54.626812,white
21975,12/3/2007 06:50,manito,il,us,formation,300,5 mintues,Bright orange spheres over central illinois,3/4/2008,40.4258333,-89.7791667,orange
21977,12/3/2007 14:00,tahlequah,ok,us,circle,180,2-3 minutes,Four silver &quot;dots&quot; flying perfectly in synch with one another over Oklahoma.,3/4/2008,35.9152778,-94.9697222,silver
21978,12/3/2007 15:35,albuquerque,nm,us,unknown,10,10 seconds,saw a blue meteor falling in eorth east ski burnning out twenty seconds later saw bright lite in sky the light fadded out then dissapea,3/4/2008,35.0844444,-106.6505556,blue
21979,1/23/2007 16:30,new york city (staten island),ny,us,circle,1010,16:50,((HOAX???))  3 Bright silver circlur objects hover over our home &#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33,2/1/2007,40.7141667,-74.0063889,silver
21987,1/23/2007 19:40,franklin,va,us,triangle,300,5 minutes,Three big orange lights in triangle formation,2/1/2007,36.6775000,-76.9227778,orange
21989,1/23/2007 20:55,seattle,wa,us,light,4,3 to 4 seconds,Two red balls of light heading East to West over Seattle on converging paths.,2/1/2007,47.6063889,-122.3308333,red
21990,1/23/2007 21:00,carroll valley,pa,us,fireball,900,15 minutes,orange round object in field,6/12/2007,39.7491667,-77.3833333,orange
21991,1/23/2007 21:00,hoover,al,us,triangle,120,2 min.,Triangle shaped&#44 white lights on the side&#44 red light in middle. hovered over trees for a couple min.,10/8/2007,33.4052778,-86.8113889,white
21995,12/3/2008 00:29,san antonio,tx,us,oval,2,2 seconds,I witnessed a bright blue object that appeared to move downwards and vanish in about 2 seconds,1/10/2009,29.4238889,-98.4933333,blue
22002,12/3/2008 08:31,tucson,az,us,sphere,30,30 seconds,One spherical silver object was sighted for 15 seconds in the central Tucson skies below a plane with contrails heading East .,1/10/2009,32.2216667,-110.9258333,silver
22003,12/3/2008 14:03,lake tapps,wa,,triangle,60,1minute,Black triangle with light red lights over pasture and trees,1/10/2009,47.214793,-122.170177,red
22016,12/3/2008 21:30,rehoboth beach,de,us,other,10,7-10 seconds,Odd panel of four orange lights spotted above Atlantic Ocean before quickly fading out.,1/10/2009,38.7208333,-75.0763889,orange
22019,12/3/2008 23:30,coolidge,az,us,,3,3 seconds,&#9;I was driving home from work and as I was traveling on the state roadway approaching an overpass for the train I noticed a white brigh,1/10/2009,32.9777778,-111.5169444,white
22028,1/23/2009 08:55,lafayette,la,us,formation,600,10 minutes,I saw a triangle  formation in the sky of eight  bright red lights.,3/19/2009,30.2238889,-92.0197222,red
22029,1/23/2009 09:00,springfield,ma,us,light,2,seconds,Bright green light above the mass pike. Fell to ground then disappeared.,3/19/2009,42.1013889,-72.5902778,green
22032,12/3/2009 17:30,puyallup,wa,us,sphere,60,1minute,A silent orange orb flew south and east of my position. Very hard to identify.,12/12/2009,47.1855556,-122.2916667,orange
22035,1/23/2009 19:00,slidell,la,us,sphere,7200,2 hours,Bright red&#44 green &#44 white and blue sphere shaped object.  ((NUFORC Note:  We suspect Sirius or Venus.  PD)),3/19/2009,30.2750000,-89.7811111,green
22040,1/23/2009 21:00,lakeville,ma,us,circle,10,7 to 10 sec,white light with green haze around it,3/19/2009,41.8458333,-70.95,white
22046,1/23/2009 22:35,fresno,ca,us,triangle,180,3 minutes,red glowing lights form triangle,3/19/2009,36.7477778,-119.7713889,red
22051,12/3/2010 04:10,stevenson ranch,ca,,light,2700,45 minutes+,Early morning bright/dimming white light&#44 moved&#44 dissapeared/reappeared.,1/5/2011,34.393111,-118.590754,white
22052,1/23/2010 05:38,carson city,nv,us,light,6,6 sec,3 blue lights over carson city in the vicinity of  E 5th st.,2/14/2010,39.1638889,-119.7663889,blue
22053,12/3/2010 07:00,wellton,az,us,sphere,15,15 seconds,neon blue sphere came by moving slow until two jets came over the mountain then slowed way down got behind it for a moment then the sph,1/5/2011,32.6727778,-114.1461111,blue
22060,1/23/2010 19:45,streetly (uk/england),,gb,light,10,10 seconds,Bright green flashing object similar to a shooting star but not.,2/14/2010,52.583333,-1.883333,green
22080,12/3/2011 21:35,jacksonville beach,fl,us,triangle,15,15 seconds,Upon leaving out condo I was compelled to look up.  I immediately looked up and saw something either solid black or something of no mas,12/12/2011,30.2944444,-81.3933333,black
22083,12/3/2011 23:35,pointplace,oh,,fireball,35,35 seconds,I was walking my dog saw a yellowish white fire ball flying over Lake Erie as it crossed land it done like a 90 degree turn acelerated,12/12/2011,41.718937,-83.479378,white
22091,12/3/2012 16:40,pensacola,fl,us,light,60,<1 minute,Bright white light in day sky.,12/20/2012,30.4211111,-87.2169444,white
22097,12/3/2012 19:15,kearns,ut,us,light,600,10 minutes,Oberserved multiple orange ascending upwards and faded away.,12/20/2012,40.6600000,-111.9955556,orange
22103,12/3/2012 21:45,scituate,ma,us,light,2700,45 minutes,Wife and I saw bouncing red white and blue light in the sky. What&#39s making swaying motions and bouncing. Same crap that we had witnesse,12/20/2012,42.1958333,-70.7263889,red
22105,12/3/2013 01:45,port huron,mi,us,sphere,7200,2 hours,Round white light with odd circular travel pattern in eastern sky near Canadian/US border.,12/5/2013,42.9708333,-82.425,white
22107,1/23/2013 07:10,louisville,oh,us,circle,2,seconds,I was driving to work and saw a bright orange light high in the sky. I initially thought airplane but it was only orange light no red.,2/4/2013,40.8372222,-81.2597222,orange
22109,12/3/2013 10:00,dripping springs,tx,us,cigar,480,8 minutes,Intense bright white light that turned into cigar-shaped object seen in daylight outside of Austin&#44 TX.,12/12/2013,30.1900000,-98.0863889,white
22111,12/3/2013 17:00,kissimme,fl,,circle,600,10 minutes,Glowing circular object flaming across the sky leaving glowing white smoke and seen by people playing basketball.,12/5/2013,28.291956,-81.407571,white
22115,12/3/2013 17:35,glen st. mary,fl,,fireball,300,5 minutes,Fireball in sky with shock wave that was emitted as white orbs appeared.,12/5/2013,30.275784,-82.161518,white
22120,12/3/2013 17:44,lake worth,fl,us,formation,300,4-5 minutes,Fiery orange object splits into 3 silver objects.,12/5/2013,26.6155556,-80.0572222,orange
22123,1/23/2013 18:00,nashua,nh,us,fireball,3,3 seconds,Bright green fireball seen falling across sky in Nashua&#44 NH.  ((NUFORC Note:  Possible meteor??  PD)),2/4/2013,42.7652778,-71.4680556,green
22125,1/23/2013 18:05,laval (canada),qc,ca,oval,5,5 seconds,Neon green light oval shape The speed it moved is unbelievable.,2/4/2013,45.6,-73.733333,green
22126,12/3/2013 18:15,burtonsville,md,us,light,1800,30 minutes,Bright&#44 very slow moving light with blue sparkles seen by 5 for 30 minutes above Silver Spring&#44 MD.,12/5/2013,39.1111111,-76.9327778,blue
22128,1/23/2013 18:45,la marque,tx,us,cigar,30,30 seconds,Glowing&#44 pulsating&#44 orange neon tube in the sky.,2/4/2013,29.3683333,-94.9711111,orange
22130,12/3/2013 19:00,arlington,tx,us,sphere,2700,~30-45 minutes,Large white orb with glow around it in south west Texas sky.  ((NUFORC Note:  Possible sighting of Venus?  PD)),12/5/2013,32.7355556,-97.1077778,white
22133,12/3/2013 20:00,tucson,az,us,light,5,5 seconds,Three large orange lights in a row.,12/12/2013,32.2216667,-110.9258333,orange
22137,1/23/2014 02:00,huntsville,al,us,triangle,120,2 minutes,Large Aircraft int he shape of a triangle&#44 with each end having 1 red light.  Flying very low&#44 and very fast.  Extremely loud.,1/24/2014,34.7302778,-86.5861111,red
22144,1/23/2014 17:35,farmington,ut,us,oval,240,3-4 minutes,Bright orange object&#44 seemed to be heading north/west&#44 moving fast.,1/24/2014,40.9805556,-111.8866667,orange
22145,1/23/2014 19:00,ellisville,ms,us,triangle,120,2 minutes,7 objects flying in a straight line all 7 had 3 triangular red lights.,2/21/2014,31.6038889,-89.1955556,red
22146,1/23/2014 19:00,saginaw,mi,us,triangle,120,1-2 minutes,There were at least 5 lights and 1 to 2 red beacon lights. No sound&#44 no movement.,1/24/2014,43.4194444,-83.9508333,red
22147,1/23/2014 19:30,maricopa,az,us,unknown,1200,20 minutes,2 unmoving orange lights seen SW of Maricopa&#44 Az.,1/24/2014,33.0580556,-112.0469444,orange
22155,1/23/2014 22:00,conyers,ga,us,sphere,5,5 seconds,Small red light floating in my yard.,1/24/2014,33.6675000,-84.0177778,red
22158,1/23/2014 23:00,fort washakie,wy,us,light,3600,1 hour,Observed a still standing white silver red light blinking.,1/30/2014,43.0063889,-108.8816667,white
22160,1/24/1970 20:15,denver/golden (between),co,,cigar,1200,twenty minutes,cigar shaped object with colors of orange&#44 blue and green that changed colors in a strobe from orange to blue to green over and over.,4/27/2004,39.745721,-105.159182,blue
22172,1/24/1995 04:42,lebanon,tn,us,,6480,108 min.,A woman and daughter witnessed 2 large ships&#44 and a cluster of white ships.  Clamshell in shape.  TEMA rept..,11/2/1999,36.2080556,-86.2911111,white
22174,1/24/1995 21:15,san angelo,tx,us,,9,9 sec.,Man witnesses  &quot; yellow string of lights&quot; streak from horizon to horizon in 8-9 sec.  7 or 8 objects in group.,11/2/1999,31.4636111,-100.4366667,yellow
22190,1/24/2000 01:10,hull (the quadrant estate) (uk/england),,gb,changing,1200,10-20 mins,It looked like a star but circular shaped&#44 with blue paricles dropping from it&#44 then appeared to split in two and appeared white&#44 them,2/16/2000,53.716667,-0.333333,blue
22192,1/24/2000 13:00,mammoth lakes,ca,us,disk,60,1 minute,Two white craft&#44 flying in close formation.,3/21/2003,37.6486111,-118.9711111,white
22196,12/4/2000 21:40,north tonawanda,ny,us,other,900,10-15 minutes,lighted stealth-like craft with white searching beam sighted flying low near Erie Barge canal&#44 North Tonawanda,12/9/2000,43.0386111,-78.8644444,white
22198,12/4/2001 20:40,new york city (staten island),ny,us,light,2,2 seconds,Tonight is a clear night&#44 I was in my backyard looking up at the stars when I saw 4 faded red lights in a half V formation streak acros,1/11/2002,40.7141667,-74.0063889,red
22205,1/24/2002 14:00,del mar,ca,us,disk,180,hour and 1/2,Five silver disks produce five different messages in the sky on a clear bright Sunday afternoon.,3/11/2003,32.9594444,-117.2644444,silver
22216,1/24/2003 01:30,modesto (west of),ca,us,other,1200,20 min,very bright light on other side of the mountain&#44 hovering craft with bight light  on top and red lights flickering along bottom,3/11/2003,37.6391667,-120.9958333,red
22219,12/4/2003 05:00,whitehouse station,nj,us,circle,2,a few seconds,Bright round yellow UFO spotted on 3 different occasions,12/9/2003,40.6152778,-74.7708333,yellow
22221,1/24/2003 10:00,prescot,az,,circle,1200,20min,small white ball that would go for a short period of time and then disapear and re-apear in different locations,7/16/2003,34.540024,-112.468502,white
22225,1/24/2003 18:13,kingston (canada),on,ca,triangle,120,approx. 2 min.,black equilateral triangle with 3 glowing white dome lights at tips... directly above my car,2/5/2003,44.233333,-76.483333,black
22234,12/4/2004 00:45,pittsburgh,pa,us,light,60,1 minute,Glowing orange orb moving at high speed and changing direction over city of Pittsburgh&#44 PA,12/14/2004,40.4405556,-79.9961111,orange
22238,1/24/2004 19:40,san diego,ca,us,cigar,300,5 minutes,Bright green mass of light,1/31/2004,32.7152778,-117.1563889,green
22243,12/4/2004 21:08,hialeah,fl,us,oval,2,2 seconds,A small oval white light shape going through a part of the sky from east to west then turns to north,12/14/2004,25.8572222,-80.2783333,white
22250,12/4/2004 24:00,papillion,ne,us,other,3,3 seconds,At 9:30 pm a whiteish blue light swiftly flew over my car&#44 and it was to low to be an aircraft&#44 and it made no noise,12/14/2004,41.1544444,-96.0419444,blue
22252,12/4/2005 02:46,mesa,az,us,light,3,3 seconds,Bright light traveling across sky near Phoenix&#44 AZ faded to black and kept traveling.,12/16/2005,33.4222222,-111.8219444,black
22261,1/24/2005 22:45,wimberley,tx,us,light,2,2sec.,Bright greenish blue light dropping down(southern horizon) and gone. I expected to hear a big bang&#44 but alas&#44 it was silent.,2/8/2005,29.9972222,-98.0983333,blue
22262,1/24/2005 22:50,san antonio,tx,us,light,2,2 seconds,Large green light dropping over San Antonio,1/27/2005,29.4238889,-98.4933333,green
22273,12/4/2006 19:00,trinity,tx,us,circle,30,30 seconds,Was a circle of bright light&#44 it was yellow and it didnt move. All of the sudden it just vanished. ((NUFORC Note:  Possible hoax.  PD)),12/7/2006,30.9450000,-95.3752778,yellow
